Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,SatisfactionScore,CLTV,HasInternet
1,0,1,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,57,0,4,,2,2650,1
1,1,1,0,1,1,1,0,0,0,0,1,One year,1,Electronic check,1,80,0,25,Offer C,1,2673,1
0,0,1,0,1,0,1,0,0,0,1,1,One year,1,Bank transfer (automatic),1,46,0,57,Offer B,1,4669,1
0,0,0,0,1,0,0,1,1,1,1,1,One year,1,Electronic check,1,29,0,4,,2,4663,1
1,1,1,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,77,0,36,,3,4652,1
1,1,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,65,0,1,Offer E,2,3022,1
0,0,0,0,1,1,1,0,1,1,1,1,One year,1,Credit card (automatic),1,27,0,35,Offer C,1,3833,1
1,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Electronic check,1,50,0,4,Offer E,1,4479,1
0,0,1,0,1,1,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),1,39,0,58,Offer B,1,6424,1
0,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,21,0,30,Offer C,1,3598,1
0,0,1,0,1,0,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,32,0,21,,3,5630,1
1,0,0,0,1,1,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),1,57,0,3,Offer E,3,4480,1
1,1,1,0,1,1,0,1,1,1,1,1,One year,1,Electronic check,1,66,0,41,Offer B,2,3711,1
0,0,1,0,0,0,1,0,1,0,1,1,One year,1,Electronic check,1,30,0,21,,1,5531,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,36,0,1,,1,3531,1
1,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,0,Electronic check,1,41,0,11,,1,4251,1
0,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),1,53,0,1,Offer E,1,3947,1
0,0,1,0,1,1,0,1,1,1,1,1,One year,1,Electronic check,1,57,0,72,,1,4261,1
0,0,0,0,0,0,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),1,20,0,3,Offer E,1,5450,0
0,0,1,0,1,0,0,0,0,0,1,0,Month-to-month,0,Electronic check,1,55,0,1,Offer E,3,5075,1
0,0,0,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,42,0,47,Offer B,1,4804,1
1,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,0,Electronic check,1,31,0,18,,1,4028,1
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,70,0,1,,3,2767,1
1,0,1,0,1,0,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,63,0,20,,1,2058,1
0,0,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),1,42,0,6,Offer E,2,5617,1
1,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Mailed check,1,64,0,1,,1,3096,1
0,0,1,0,1,1,0,0,0,0,0,1,One year,1,Mailed check,1,41,0,48,Offer B,2,3365,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,41,0,3,Offer E,1,4115,0
0,1,0,0,1,1,0,0,1,0,0,0,Month-to-month,1,Electronic check,1,69,0,2,Offer E,2,5203,1
0,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,0,Electronic check,1,41,0,1,Offer E,1,2728,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,47,0,1,Offer E,1,4895,1
0,0,0,0,0,0,1,0,0,1,0,0,Month-to-month,0,Mailed check,1,26,0,3,Offer E,1,2802,0
0,0,0,0,0,0,1,0,1,1,1,1,Month-to-month,0,Mailed check,1,30,0,9,Offer E,1,3032,0
1,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,66,0,49,Offer B,2,5904,1
0,1,0,0,1,0,0,0,1,0,0,0,Month-to-month,0,Electronic check,1,75,0,6,Offer E,1,3964,1
0,0,1,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,23,0,6,Offer E,1,4163,1
1,0,1,0,1,1,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,32,0,16,,1,3226,1
0,1,1,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,75,0,7,Offer E,1,5245,1
0,0,0,0,1,1,0,0,0,0,0,0,Two year,0,Credit card (automatic),1,61,0,25,Offer C,3,4931,0
0,1,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),1,67,0,20,Offer D,1,3336,1
0,0,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,31,0,4,Offer E,1,4909,0
1,0,0,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,33,0,28,Offer C,3,2464,1
1,0,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,64,0,1,Offer E,1,2846,0
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,48,0,11,,3,2291,1
0,0,0,0,1,1,0,1,0,1,0,1,Month-to-month,1,Electronic check,1,47,0,4,Offer E,2,4554,1
0,1,1,0,1,1,0,1,0,0,1,1,One year,1,Credit card (automatic),1,75,0,54,Offer B,2,6405,1
1,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,60,0,28,Offer C,1,5392,1
0,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,74,0,2,Offer E,3,4596,1
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,21,0,1,,2,3162,0
0,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,0,Electronic check,1,36,0,1,,1,3420,1
1,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,56,0,14,,2,5224,1
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,47,3,1,,1,2398,0
1,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1,51,0,4,,1,5882,1
0,0,1,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,44,0,20,,3,3298,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,27,0,14,,1,3228,1
0,1,0,0,0,0,0,0,1,0,1,0,Month-to-month,1,Electronic check,1,74,0,30,,2,3016,0
0,0,0,0,0,0,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,56,0,3,,1,4800,0
0,0,1,0,1,1,0,0,1,1,0,0,Month-to-month,1,Electronic check,1,64,0,40,Offer B,2,5764,1
0,0,1,1,1,0,0,0,0,0,1,1,Month-to-month,0,Mailed check,1,21,2,2,,1,4265,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,53,0,1,,2,4123,1
0,0,0,0,1,1,0,1,1,0,0,1,Month-to-month,1,Electronic check,1,34,0,10,,3,3074,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,21,0,1,,3,4851,0
1,0,1,1,1,0,1,1,0,0,1,0,Month-to-month,1,Electronic check,1,42,1,14,,1,2881,1
1,1,1,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,67,0,58,Offer B,1,4662,1
1,0,1,0,1,0,1,0,1,1,1,0,One year,1,Bank transfer (automatic),1,49,0,22,,1,3378,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,25,0,1,,1,2412,1
1,0,1,0,1,1,1,0,1,1,1,1,One year,0,Electronic check,1,61,0,49,Offer B,2,6452,1
0,1,1,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,74,0,68,,1,4481,1
0,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,0,Electronic check,1,20,0,1,,1,3458,1
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,63,0,7,,1,2679,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,55,0,9,Offer E,2,5003,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,38,0,1,Offer E,1,5355,0
0,1,1,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,69,0,24,,2,4937,1
1,0,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,22,0,2,Offer E,1,4810,0
1,1,1,0,1,1,0,1,1,0,0,1,Month-to-month,1,Electronic check,1,70,0,27,,1,2999,1
1,0,0,0,0,0,0,1,0,0,1,0,Month-to-month,1,Electronic check,1,23,0,57,Offer B,1,4917,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,64,0,1,Offer E,2,2783,0
0,0,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,30,0,13,,3,2967,0
0,0,0,0,1,0,0,0,1,0,1,0,Month-to-month,1,Electronic check,1,48,0,1,Offer E,2,4931,1
0,0,0,0,1,1,0,1,0,0,1,1,One year,0,Bank transfer (automatic),1,22,0,63,Offer B,3,4776,1
1,0,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,64,0,25,Offer C,1,4203,1
1,0,1,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,48,0,35,Offer C,2,4639,1
1,0,1,0,0,0,0,1,0,0,1,1,Two year,0,Electronic check,1,44,0,71,,1,4879,0
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,49,0,6,,1,4160,1
0,0,0,0,1,0,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,43,0,15,,3,3968,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,59,0,9,Offer E,3,5403,0
0,0,0,0,0,0,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),1,31,0,37,,2,4429,0
0,1,0,0,0,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,79,0,2,,1,3278,0
0,1,0,0,1,1,0,0,0,1,1,1,Month-to-month,0,Electronic check,1,76,0,29,,1,4235,1
1,1,1,0,1,1,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1,78,0,5,,2,4324,1
0,1,0,0,1,1,0,0,1,1,1,1,Month-to-month,1,Electronic check,1,79,0,28,,2,4136,1
0,0,1,0,1,1,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),1,60,0,11,,1,3101,1
1,0,1,0,1,1,0,0,1,1,1,1,One year,1,Electronic check,1,21,0,55,Offer B,1,4369,1
1,1,0,0,1,1,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),1,73,0,24,,3,5245,1
0,0,0,0,1,0,0,0,0,0,1,1,Month-to-month,0,Electronic check,1,41,0,1,Offer E,1,2540,1
0,0,0,0,1,0,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),1,51,0,6,Offer E,2,4713,1
1,0,0,0,1,1,0,1,0,0,0,1,Month-to-month,1,Electronic check,1,42,0,4,Offer E,3,3212,1
0,0,1,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,61,0,3,Offer E,2,4062,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,39,0,1,Offer E,3,5753,1
1,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Electronic check,1,30,0,11,,1,4509,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,29,0,1,Offer E,3,5341,1
1,0,0,0,1,0,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,52,0,5,,1,4944,1
1,0,0,0,1,1,0,1,1,0,1,0,Month-to-month,1,Electronic check,1,59,0,8,,1,2632,1
0,0,1,1,1,0,1,1,1,0,0,0,Month-to-month,0,Mailed check,1,21,3,22,Offer D,1,4626,1
1,0,1,0,1,1,1,1,0,0,0,0,Month-to-month,1,Electronic check,1,37,0,29,,1,2651,1
1,0,1,0,1,1,0,0,1,0,1,1,One year,1,Mailed check,1,20,0,13,Offer D,3,4800,1
0,1,1,0,1,1,1,0,1,1,1,1,One year,1,Mailed check,1,74,0,43,Offer B,2,5863,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,38,0,3,Offer E,3,5000,0
1,1,0,0,1,0,1,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),1,73,0,2,,1,4522,1
1,1,1,0,1,1,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),1,71,0,66,,2,4512,1
1,0,0,0,1,1,1,1,0,1,0,1,One year,0,Electronic check,1,63,0,62,Offer B,1,5090,1
1,0,1,0,1,1,1,1,1,0,0,0,Month-to-month,0,Credit card (automatic),1,62,0,17,Offer D,1,2026,1
1,0,1,0,1,1,0,0,0,0,0,0,Two year,1,Credit card (automatic),1,19,0,56,Offer B,3,6484,0
0,0,0,0,1,1,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),1,58,0,31,,1,2554,1
0,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,1,Mailed check,1,26,0,2,Offer E,1,3599,1
0,1,1,0,1,1,0,0,1,1,1,1,One year,1,Credit card (automatic),1,68,0,66,,2,6117,1
1,0,0,0,1,1,0,0,1,0,0,1,Month-to-month,0,Electronic check,1,53,0,3,,1,2704,1
0,0,1,1,0,0,0,0,0,1,1,0,Month-to-month,0,Electronic check,1,42,2,1,,1,5434,0
0,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,70,0,31,,1,2560,1
0,0,0,0,1,0,0,0,0,0,1,1,Month-to-month,1,Mailed check,1,57,0,14,Offer D,1,4107,1
0,0,1,1,1,1,1,0,1,1,1,0,Month-to-month,0,Electronic check,1,28,2,35,,1,5898,1
0,1,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,66,0,37,,2,4448,1
0,0,0,0,0,0,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),1,36,0,7,,2,4414,0
1,1,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,65,0,24,,3,4287,1
0,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,0,Electronic check,1,58,0,1,,2,5082,1
0,0,0,0,1,1,0,0,0,0,1,0,One year,0,Electronic check,1,44,0,32,,2,3553,1
1,0,0,0,1,0,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,44,0,1,,2,2905,1
0,0,1,0,1,1,1,0,1,0,1,0,Month-to-month,0,Electronic check,1,57,0,17,Offer D,1,4103,1
1,0,0,0,1,0,0,1,1,0,0,0,Month-to-month,1,Electronic check,1,59,0,19,Offer D,1,3666,1
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,78,0,2,,2,5655,1
0,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,74,0,8,,3,4174,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,35,0,1,,2,5890,0
1,1,1,0,1,1,1,0,0,0,0,0,Month-to-month,1,Electronic check,1,78,0,1,,1,4138,1
0,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Electronic check,1,26,0,1,,1,5919,1
0,1,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,79,0,9,,2,5242,1
1,0,0,0,0,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,36,0,3,,2,3503,0
0,1,0,0,1,1,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),1,76,0,49,Offer B,2,5651,1
0,0,1,0,1,0,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),1,25,0,2,,1,3039,1
1,0,1,0,1,0,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),1,28,0,55,Offer B,1,5463,1
0,0,1,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,50,0,21,Offer D,3,2036,1
0,0,1,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,42,0,69,,2,4283,1
1,1,0,0,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,67,0,1,,3,5437,0
1,0,0,0,0,0,1,1,0,1,1,0,Month-to-month,1,Credit card (automatic),1,27,0,39,,1,3080,0
1,0,1,0,1,0,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),1,47,0,6,,1,4242,1
0,1,0,0,1,0,0,1,1,0,1,0,Month-to-month,1,Electronic check,1,80,0,17,Offer D,1,5082,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,42,0,1,,1,3525,1
1,0,1,0,1,0,1,1,1,0,0,0,One year,0,Credit card (automatic),1,31,0,58,Offer B,2,4026,1
1,0,0,1,0,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,1,56,3,1,,1,3001,0
1,0,1,0,1,1,0,0,1,1,1,1,Month-to-month,0,Electronic check,1,34,0,19,Offer D,3,2349,1
1,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,39,0,3,,2,3567,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,24,0,3,Offer E,1,3398,0
1,1,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,77,0,3,,2,4367,1
0,1,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,73,0,30,,1,3548,1
1,0,0,0,1,1,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),1,29,0,15,Offer D,2,2003,1
1,0,1,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,35,0,10,Offer D,2,4501,1
0,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Mailed check,1,39,0,1,Offer E,3,2806,1
1,0,1,0,1,1,0,1,1,0,1,0,Month-to-month,1,Electronic check,1,25,0,38,,2,3498,1
0,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),1,45,0,1,Offer E,1,5797,1
0,0,0,0,1,1,0,0,1,0,0,1,Month-to-month,1,Electronic check,1,44,0,16,Offer D,2,5186,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,51,0,1,Offer E,1,4548,1
1,0,0,0,1,0,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),1,44,0,12,Offer D,1,2850,1
1,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,27,0,4,Offer E,1,4669,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,22,0,15,Offer D,1,2853,0
1,1,1,0,1,1,1,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1,74,0,41,Offer B,1,4995,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,21,0,1,Offer E,3,5421,0
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,47,0,1,Offer E,1,2404,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,62,0,7,Offer E,1,5159,1
0,1,1,0,1,0,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,76,0,42,Offer B,1,2322,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,58,0,1,Offer E,3,2007,1
0,0,0,0,1,1,1,0,0,0,0,0,Month-to-month,1,Electronic check,1,34,0,12,Offer D,1,3545,1
1,0,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Electronic check,1,40,0,55,Offer B,1,4089,1
0,0,0,0,1,1,1,1,0,0,1,0,Month-to-month,1,Electronic check,1,57,0,17,Offer D,1,2825,1
0,0,0,0,1,0,0,1,0,0,1,0,Month-to-month,0,Electronic check,1,27,0,1,,1,2172,1
0,1,1,0,1,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),1,78,0,72,,1,5697,1
0,1,1,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,78,0,11,Offer D,3,3172,1
1,1,0,0,1,1,0,0,1,0,0,0,Month-to-month,1,Electronic check,1,66,0,8,,1,3812,1
1,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),1,52,3,1,,1,4860,0
1,0,1,0,1,1,1,1,1,0,1,0,Month-to-month,1,Electronic check,1,33,0,23,Offer D,1,5338,1
0,0,0,0,1,0,0,0,1,1,0,0,Two year,1,Electronic check,1,39,0,39,,3,2224,1
1,0,1,0,1,1,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),1,30,0,9,,3,4533,1
0,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,42,0,15,Offer D,3,2813,1
0,0,1,0,1,1,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,64,0,30,,1,4664,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,64,0,1,,2,5796,1
0,0,0,0,1,0,0,0,0,1,0,1,Month-to-month,0,Electronic check,1,20,0,3,,1,5641,1
1,0,1,0,1,1,1,0,1,0,1,1,Two year,1,Electronic check,1,49,0,67,,1,6289,1
0,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,69,0,1,,1,3357,1
1,0,1,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,25,0,1,,1,4273,1
0,0,1,0,1,1,0,1,1,0,0,0,Month-to-month,1,Electronic check,1,28,0,12,,1,4154,1
0,0,0,0,1,0,0,1,0,0,0,1,Month-to-month,1,Mailed check,1,25,0,22,,1,5313,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,58,0,2,,2,2299,1
0,1,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,74,0,27,,1,5172,1
0,0,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),1,60,0,10,,1,3740,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,30,0,1,,2,3657,0
0,0,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1,32,0,22,,1,2270,1
0,1,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,68,0,1,,1,2975,1
0,0,1,0,1,0,0,1,1,1,1,1,Month-to-month,1,Electronic check,1,52,0,21,,1,3123,1
0,0,0,0,1,0,0,0,1,1,1,1,Month-to-month,1,Mailed check,1,26,0,6,,2,3722,1
1,0,1,0,1,1,1,1,1,1,1,1,One year,1,Bank transfer (automatic),1,31,0,72,,2,4432,1
0,1,0,0,1,1,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,68,0,54,,1,5684,1
1,0,1,0,1,1,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),1,33,0,3,,1,5036,1
1,0,0,0,1,0,0,0,1,0,1,1,Month-to-month,1,Electronic check,1,44,0,8,,1,5811,1
1,0,0,0,1,1,0,0,1,0,1,0,Month-to-month,1,Electronic check,1,33,0,5,,2,2810,1
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,54,2,1,,2,2865,0
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,32,0,2,,2,4320,1
1,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,38,0,1,,2,2485,1
1,0,1,0,1,0,1,0,0,1,1,1,Two year,1,Bank transfer (automatic),1,56,0,65,Offer B,1,5207,1
0,0,1,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,1,46,0,33,,1,3185,1
0,0,0,0,1,0,1,0,0,0,1,0,Month-to-month,0,Electronic check,1,21,0,15,,1,5829,1
0,0,1,1,0,0,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),1,57,2,30,,3,4568,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,23,0,2,,3,2484,0
0,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,68,0,4,,1,2122,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),1,37,0,2,,1,2078,1
0,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,1,59,0,25,,1,2195,1
0,1,0,0,1,1,1,1,0,0,1,1,Month-to-month,1,Mailed check,1,75,0,25,,1,4969,1
1,0,0,0,1,1,0,0,0,1,1,1,One year,1,Electronic check,1,56,0,43,Offer B,1,4760,1
1,0,1,0,1,0,0,1,0,1,1,1,Month-to-month,1,Electronic check,1,58,0,10,,1,4243,1
0,0,0,0,1,1,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),1,34,0,2,,2,5299,1
1,1,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,73,0,9,,1,3723,1
0,1,0,0,1,1,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),1,72,0,27,,3,2420,1
1,0,0,0,1,0,0,1,1,1,1,1,One year,1,Bank transfer (automatic),1,50,0,69,,3,4254,1
1,0,1,0,1,0,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),1,52,0,22,,2,5615,1
0,1,1,0,1,1,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),1,68,0,56,,1,4803,1
0,1,1,0,1,1,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),1,74,0,66,,3,4400,1
1,1,1,0,1,1,1,0,0,0,0,0,Month-to-month,1,Electronic check,1,71,0,24,,1,3079,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,1,63,0,1,Offer E,3,4879,1
1,0,0,0,1,1,0,0,0,0,0,1,Month-to-month,1,Electronic check,1,46,0,36,,1,2455,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,1,41,0,1,Offer E,1,2959,0
1,0,0,0,1,0,0,1,0,0,0,0,Month-to-month,1,Electronic check,1,56,0,1,,3,5633,1
1,0,0,0,1,1,0,0,1,1,0,0,Month-to-month,0,Mailed check,1,58,0,1,Offer E,2,2937,1
1,0,1,0,1,0,1,0,1,1,1,1,One year,0,Credit card (automatic),1,42,0,39,,1,2704,1
1,0,0,0,1,1,0,1,1,0,1,1,Month-to-month,0,Mailed check,1,43,0,5,Offer E,3,3131,1
1,1,1,0,0,0,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),1,75,0,24,,1,4591,0
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,30,0,2,Offer E,1,5944,1
1,0,0,0,1,0,0,0,0,1,0,0,Month-to-month,1,Electronic check,1,47,0,5,Offer E,1,4336,1
1,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),1,42,0,11,,1,5671,0
0,0,1,0,1,0,0,0,0,0,0,1,Month-to-month,0,Electronic check,1,22,0,4,Offer E,1,2961,1
1,0,0,0,1,1,0,1,0,1,0,0,Month-to-month,0,Mailed check,1,26,0,1,Offer E,1,5654,1
1,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,62,0,1,Offer E,2,2038,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,1,56,0,2,Offer E,2,2699,1
0,0,0,0,1,0,0,0,0,0,1,0,Month-to-month,1,Electronic check,1,28,0,3,Offer E,1,2448,1
1,0,0,0,0,0,0,1,1,0,1,1,One year,1,Mailed check,1,38,0,44,Offer B,2,3051,0
