CustomerID,Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
2207-OBZNX,Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,56,0,7,,Aguanga,California,92536,1,3736,Attitude of service provider
6142-VSJQO,Female,No,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,27,3,1,,Homeland,California,92548,2,4599,Attitude of support person
6437-UKHMV,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,31,0,7,,Moreno Valley,California,92557,2,3109,Attitude of support person
1114-CENIM,Male,No,No,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,43,2,54,,San Jacinto,California,92582,1,5282,Don't know
6060-DRTNL,Female,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,66,0,5,,San Jacinto,California,92583,1,3305,Competitor had better devices
8473-VUVJN,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,80,0,1,,Temecula,California,92590,3,5443,Attitude of service provider
6289-CPNLD,Male,No,Yes,No,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,Yes,33,0,33,Offer C,Temecula,California,92591,1,5374,Competitor had better devices
5536-SLHPM,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,38,0,55,,Temecula,California,92592,2,4398,Competitor made better offer
0196-VULGZ,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,78,0,6,,Irvine,California,92620,3,5721,Deceased
8837-VVWLQ,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes,35,0,8,,Capistrano Beach,California,92624,1,4437,Moved
2696-NARTR,Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,40,0,11,,Corona Del Mar,California,92625,2,3634,Moved
7614-QVWQL,Male,No,Yes,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,57,0,49,,Costa Mesa,California,92627,2,5375,Moved
1976-CFOCS,Female,Yes,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,69,0,1,,Dana Point,California,92629,1,4531,Competitor had better devices
4631-OACRM,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,78,0,15,,Lake Forest,California,92630,1,3621,Competitor offered higher download speeds
3755-JBMNH,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,78,0,16,,Huntington Beach,California,92648,1,3327,Competitor offered more data
6345-ULYRW,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,Yes,68,0,44,,Laguna Beach,California,92651,3,2674,Competitor made better offer
1809-DMJHQ,Female,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,56,1,5,,Newport Beach,California,92660,1,4846,Competitor had better devices
6923-EFPNL,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes,39,0,4,,Silverado,California,92676,1,3865,Competitor had better devices
9574-RKJIF,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,52,0,30,Offer C,Trabuco Canyon,California,92679,1,2792,Competitor offered higher download speeds
2619-WFQWU,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,34,0,1,,Mission Viejo,California,92692,3,3208,Competitor offered higher download speeds
0778-NELLA,Male,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,43,0,9,,Anaheim,California,92805,1,5352,Competitor offered higher download speeds
4614-NUVZD,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,53,0,1,,Anaheim,California,92807,3,2075,Competitor offered more data
3803-KMQFW,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,25,2,1,,Brea,California,92821,3,3797,Attitude of support person
6804-GDMOI,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,Yes,39,0,61,,Brea,California,92823,3,4183,Competitor offered more data
9572-MTILT,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes,47,0,59,,Fullerton,California,92833,1,4508,Competitor made better offer
9611-CTWIH,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,56,0,3,,Garden Grove,California,92841,3,3591,Competitor made better offer
0329-GTIAJ,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,40,0,3,,Garden Grove,California,92844,3,4330,Price too high
6629-CZTTH,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,Yes,62,0,1,,Orange,California,92865,1,4629,Product dissatisfaction
5364-EVNIB,Male,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes,61,0,13,,Orange,California,92868,2,5067,Service dissatisfaction
5087-SUURX,Female,No,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,46,0,18,,Yorba Linda,California,92887,3,2601,Lack of self-service on Website
0013-EXCHZ,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,Yes,75,0,3,,Camarillo,California,93010,1,3464,Network reliability
5550-VFRLC,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,70,0,1,,Moorpark,California,93021,1,5056,Limited range of services
4929-BSTRX,Female,No,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,61,0,1,,Oxnard,California,93030,1,2326,Lack of affordable download/upload speed
2225-ZRGSG,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),Yes,38,0,70,Offer A,Piru,California,93040,1,6173,Long distance charges
5271-YNWVR,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,Yes,48,0,68,Offer A,Santa Paula,California,93060,1,4610,Extra data charges
2657-ALMWY,Female,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,65,0,26,Offer C,Simi Valley,California,93065,3,4316,Price too high
6330-JKLPC,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,42,0,11,Offer D,Somis,California,93066,1,5119,Product dissatisfaction
4667-OHGKG,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes,61,0,1,,Summerland,California,93067,3,4266,Service dissatisfaction
1660-HSOOQ,Male,No,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes,60,0,1,,Santa Barbara,California,93105,3,5338,Lack of self-service on Website
7253-UVNDW,Female,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),Yes,52,0,46,,Santa Barbara,California,93108,3,2793,Network reliability
7228-OMTPN,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,32,0,4,,Santa Barbara,California,93110,3,2456,Don't know
6284-AHOOQ,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,71,0,22,,Avenal,California,93204,1,5014,Don't know
2344-JMOGN,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,Yes,54,0,9,,Buttonwillow,California,93206,2,3016,Don't know
3799-ISUZQ,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,49,0,7,,California Hot Springs,California,93207,2,3296,Poor expertise of online support
1794-HBQTJ,Female,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,22,0,1,Offer E,Corcoran,California,93212,1,4207,Poor expertise of phone support
2460-FPSYH,Female,Yes,No,No,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,72,0,40,,Exeter,California,93221,1,4272,Attitude of support person
4818-DRBQT,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,29,0,29,Offer C,Farmersville,California,93223,3,5189,Attitude of support person
1320-HTRDR,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,30,0,3,Offer E,Fellows,California,93224,2,5948,Attitude of service provider
1493-AMTIE,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),Yes,28,0,1,Offer E,Ivanhoe,California,93235,1,5394,Long distance charges
6424-ELEYH,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,39,0,3,Offer E,Lebec,California,93243,1,3972,Competitor had better devices
4391-RESHN,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,49,0,23,Offer D,Lemon Cove,California,93244,1,5963,Competitor had better devices
6821-BUXUX,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,28,0,13,Offer D,Temecula,California,92592,1,2110,Competitor made better offer
5028-HTLJB,Male,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,69,0,1,Offer E,New Cuyama,California,93254,1,3491,Long distance charges
9801-GDWGV,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,52,0,39,Offer C,Temecula,California,92592,2,4811,Competitor made better offer
2320-JRSDE,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,Yes,33,1,1,,Richgrove,California,93261,3,4633,Attitude of service provider
0601-WZHJF,Male,No,Yes,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,53,0,14,Offer D,Shafter,California,93263,3,5360,Attitude of service provider
5143-WMWOG,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,Yes,62,0,1,,Stratford,California,93266,2,2051,Attitude of support person
5393-RXQSZ,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,40,0,1,,Taft,California,93268,3,2199,Attitude of support person
0231-LXVAP,Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,23,0,1,,Temecula,California,92592,3,3389,Competitor made better offer
9444-JTXHZ,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes,53,0,1,,Tulare,California,93274,3,5973,Don't know
5510-BOIUJ,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,35,7,1,,Visalia,California,93277,3,5437,Attitude of service provider
4471-KXAUH,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,58,0,42,,Woody,California,93287,3,2514,Attitude of service provider
7638-QVMVY,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,63,0,7,,Visalia,California,93292,2,3735,Attitude of support person
3244-DCJWY,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,27,0,1,Offer E,Bakersfield,California,93312,1,4133,Competitor had better devices
0875-CABNR,Female,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,70,0,10,,San Luis Obispo,California,93401,3,3320,Attitude of support person
7812-FZHPE,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,31,2,17,Offer D,Bradley,California,93426,1,4648,Long distance charges
4797-AXPXK,Female,No,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,64,2,1,Offer E,Lompoc,California,93436,1,4531,Attitude of service provider
5229-PRWKT,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,47,0,8,Offer E,Lompoc,California,93437,3,4193,Attitude of service provider
6982-UQZLY,Female,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes,80,0,1,Offer E,Los Alamos,California,93440,3,3817,Attitude of support person
5057-LCOUI,Female,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,35,0,39,Offer C,Nipomo,California,93444,3,4119,Attitude of support person
0193-ESZXP,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),Yes,73,0,58,,Oceano,California,93445,1,5067,Attitude of support person
4369-HTUIF,Male,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,73,0,6,Offer E,Pismo Beach,California,93449,2,5831,Attitude of service provider
0156-FVPTA,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,48,0,22,Offer D,Solvang,California,93463,2,5102,Attitude of service provider
1984-FCOWB,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Yes,21,0,70,Offer A,Templeton,California,93465,2,4191,Attitude of service provider
0654-HMSHN,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,45,0,21,Offer D,Mojave,California,93501,2,3796,Attitude of support person
5287-QWLKY,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,79,0,71,,Big Pine,California,93513,1,5725,Attitude of support person
5196-SGOAK,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,39,0,1,Offer E,Caliente,California,93518,3,4884,Attitude of support person
1891-UAWWU,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,Yes,79,0,20,,Johannesburg,California,93528,1,2312,Competitor had better devices
6108-OQZDQ,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,21,0,4,Offer E,Keene,California,93531,3,2570,Attitude of service provider
0363-QJVFX,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,22,0,32,Offer C,Lake Hughes,California,93532,1,2541,Attitude of service provider
9840-DVNDC,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes,45,0,6,,Lancaster,California,93536,2,2181,Attitude of support person
3096-JRDSO,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,73,0,27,Offer C,Fallbrook,California,92028,1,3444,Competitor made better offer
8042-JVNFH,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,23,0,1,,Olancha,California,93549,3,5730,Attitude of support person
3374-LXDEV,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,Yes,42,0,13,Offer D,Pearblossom,California,93553,1,2226,Competitor had better devices
5049-GLYVG,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,56,0,1,Offer E,Badger,California,93603,1,3618,Long distance charges
5883-GTGVD,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,54,0,19,Offer D,Biola,California,93606,1,3670,Competitor had better devices
4817-QRJSX,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,46,0,10,Offer D,Clovis,California,93612,2,2946,Attitude of support person
2398-YPMUR,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,77,0,13,,Dinuba,California,93618,2,5101,Poor expertise of online support
9985-MWVIX,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,53,0,1,Offer E,Hume,California,93628,1,5773,Competitor had better devices
1265-XTECC,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),Yes,68,0,68,,Madera,California,93638,1,5957,Attitude of service provider
2237-ZFSMY,Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,Yes,29,0,39,Offer C,Riverdale,California,93656,1,2767,Attitude of service provider
4871-JTKJF,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,70,0,1,,Selma,California,93662,3,4741,Attitude of service provider
1415-YFWLT,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,68,0,1,Offer E,Shaver Lake,California,93664,1,3067,Competitor had better devices
6711-VTNRE,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,Yes,42,0,36,,Tranquillity,California,93668,1,2558,Competitor had better devices
3500-RMZLT,Female,Yes,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,Yes,76,0,15,,Fresno,California,93702,1,2933,Attitude of support person
4548-SDBKE,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,26,0,5,Offer E,San Dimas,California,91773,3,4109,Attitude of service provider
8066-POXGX,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,28,0,13,Offer D,Fresno,California,93720,3,3104,Attitude of service provider
4143-OOBWZ,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,33,0,5,Offer E,Fresno,California,93726,2,3819,Attitude of service provider
7854-EKTJL,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,Yes,31,5,2,,Salinas,California,93901,3,2843,Attitude of support person
9102-IAYHT,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,29,0,17,,Salinas,California,93908,3,3670,Attitude of support person
3422-LYEPQ,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,57,0,1,Offer E,Carmel By The Sea,California,93921,2,4207,Attitude of support person
2642-DTVCO,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,68,0,9,Offer E,Chualar,California,93925,3,5095,Attitude of service provider
4361-JEIVL,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,29,3,1,Offer E,Greenfield,California,93927,3,4067,Attitude of service provider
1363-TXLSL,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,80,0,1,Offer E,San Lucas,California,93954,1,4962,Competitor had better devices
9507-EXLTT,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,30,0,1,Offer E,Seaside,California,93955,2,3492,Attitude of support person
9846-GKXAS,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,53,0,9,Offer E,Burlingame,California,94010,3,2578,Attitude of support person
6017-PPLPX,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,47,0,20,,Daly City,California,94014,1,4773,Competitor had better devices
7136-RVDTZ,Male,Yes,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,Yes,79,0,70,,Portola Valley,California,94028,2,5824,Attitude of service provider
4581-SSPWD,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,63,0,3,Offer E,Mountain View,California,94040,1,5475,Competitor had better devices
6927-WTFIV,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),Yes,78,0,20,Offer D,Redwood City,California,94061,2,3684,Attitude of service provider
3398-ZOUAA,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,76,0,21,Offer D,Redwood City,California,94063,2,3853,Attitude of support person
0378-NHQXU,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,Yes,31,0,17,,South San Francisco,California,94080,2,4041,Deceased
4512-ZUIYL,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,31,0,2,Offer E,Sunnyvale,California,94089,3,2928,Moved
7969-AULMZ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,63,0,21,,San Francisco,California,94104,3,4321,Moved
0568-ONFPC,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),Yes,34,1,5,Offer E,San Francisco,California,94112,1,2102,Moved
0733-VUNUW,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,43,0,24,,San Francisco,California,94114,1,4126,Competitor had better devices
4550-EVXNY,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,52,0,1,Offer E,San Francisco,California,94115,2,2418,Competitor offered higher download speeds
2968-SSGAA,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,41,0,10,,San Francisco,California,94117,1,4001,Competitor offered more data
4844-JJWUY,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,65,0,1,Offer E,San Francisco,California,94121,1,5359,Competitor made better offer
6777-TGHTM,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),Yes,44,0,53,,San Francisco,California,94122,1,5550,Competitor had better devices
3538-WZPHD,Male,No,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,46,0,3,Offer E,San Francisco,California,94127,1,2734,Competitor had better devices
4785-QRJHC,Male,Yes,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes,80,0,46,,San Francisco,California,94132,3,4011,Competitor offered higher download speeds
8610-WFCJF,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,53,0,49,,Palo Alto,California,94303,1,5732,Competitor offered higher download speeds
4905-JEFDW,Male,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,Yes,39,0,11,,Palo Alto,California,94306,2,3119,Competitor offered higher download speeds
7881-INRLC,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,34,0,45,Offer B,San Mateo,California,94403,1,4898,Competitor offered more data
0117-LFRMW,Male,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,52,1,37,,Angwin,California,94508,2,3627,Competitor offered more data
6172-FECYY,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,Yes,55,0,49,Offer B,Antioch,California,94509,3,4639,Competitor offered more data
1965-AKTSX,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,65,0,14,Offer D,Byron,California,94514,1,5203,Competitor made better offer
4786-UKSNZ,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,Yes,45,0,1,Offer E,Clayton,California,94517,2,5418,Competitor made better offer
7248-VZQLC,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,78,0,47,,Concord,California,94521,1,4661,Price too high
0011-IGKFF,Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,78,0,13,Offer D,Martinez,California,94553,1,3714,Product dissatisfaction
4192-GORJT,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,43,0,5,,Fremont,California,94555,1,4580,Competitor had better devices
6496-SLWHQ,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,68,0,3,Offer E,Moraga,California,94556,3,5960,Attitude of support person
