Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
Male,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,1,47,1,8,Offer E,Glendale,California,91208,1,3758,Product dissatisfaction
Female,0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),1,63,0,9,Offer E,Canoga Park,California,91303,3,2445,Service dissatisfaction
Male,1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,80,0,1,,Canoga Park,California,91304,3,4403,Attitude of support person
Male,0,0,0,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,1,63,0,43,,Chatsworth,California,91311,1,4673,Network reliability
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,1,54,0,1,Offer E,Encino,California,91316,3,5527,Limited range of services
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,23,0,3,Offer E,Valencia,California,91355,3,4849,Lack of affordable download/upload speed
Male,0,1,0,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),1,38,0,70,,Tarzana,California,91356,2,6136,Long distance charges
Female,1,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),1,78,0,11,,Stevenson Ranch,California,91381,2,5118,Extra data charges
Female,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,1,67,0,50,Offer B,Castaic,California,91384,3,5863,Price too high
Male,1,0,0,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,1,73,0,5,,Van Nuys,California,91401,1,4618,Product dissatisfaction
Male,0,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,63,0,1,Offer E,Fallbrook,California,92028,1,5861,Competitor made better offer
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,1,35,0,16,Offer D,Sherman Oaks,California,91403,1,3438,Long distance charges
Female,0,0,0,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,1,25,0,15,Offer D,Sherman Oaks,California,91423,1,5129,Network reliability
Female,0,0,0,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),1,23,0,46,,Burbank,California,91501,2,3322,Don't know
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,59,0,8,,Los Angeles,California,90028,2,3721,Don't know
Male,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,0,Electronic check,1,62,0,31,,Valley Village,California,91607,1,4115,Don't know
Male,0,0,0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,1,45,0,32,,Claremont,California,91711,3,3606,Attitude of support person
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,20,0,1,Offer E,Covina,California,91722,2,3108,Deceased
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,1,49,0,20,Offer D,El Monte,California,91731,2,2414,Moved
Male,0,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,1,34,0,26,,Glendora,California,91741,3,2729,Moved
Male,1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,1,75,0,5,,North Hollywood,California,91605,1,2960,Moved
Male,0,0,0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,1,61,0,1,Offer E,Rowland Heights,California,91748,2,5355,Competitor had better devices
Female,0,1,0,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),1,57,0,14,Offer D,Mira Loma,California,91752,1,2504,Competitor had better devices
Male,0,0,0,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Mailed check,1,25,0,36,,Pomona,California,91767,1,5220,Don't know
Female,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,1,50,2,9,,San Dimas,California,91773,1,3585,Competitor made better offer
Male,0,0,0,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,1,25,0,5,,Walnut,California,91789,1,3125,Competitor had better devices
Male,1,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1,67,0,9,,West Covina,California,91790,1,2313,Competitor had better devices
Female,0,0,0,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,1,40,0,2,,Alhambra,California,91803,2,3529,Competitor offered higher download speeds
Female,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,43,0,1,,Alpine,California,91901,2,4689,Competitor offered higher download speeds
Male,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,30,0,8,,Bonita,California,91902,1,2899,Competitor offered higher download speeds
Female,1,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,75,0,2,,Campo,California,91906,1,2767,Competitor offered more data
Female,0,0,0,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,1,19,0,3,,Chula Vista,California,91910,2,5787,Competitor offered more data
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,1,80,0,51,Offer B,Chula Vista,California,91915,2,6245,Competitor offered more data
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,1,34,0,2,,Guatay,California,91931,1,3843,Competitor made better offer
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,64,0,39,Offer C,La Mesa,California,91942,3,4696,Competitor made better offer
Female,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1,24,0,12,Offer D,Mount Laguna,California,91948,2,3682,Price too high
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,1,72,0,26,Offer C,Spring Valley,California,91978,1,3157,Product dissatisfaction
Female,1,1,0,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,70,0,18,,Bonsall,California,92003,2,2167,Service dissatisfaction
Female,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,53,3,2,,Carlsbad,California,92009,3,2635,Lack of self-service on Website
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),1,36,0,4,,Fallbrook,California,92028,1,5822,Competitor made better offer
Female,1,1,0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,1,73,0,1,Offer E,Escondido,California,92029,1,4989,Limited range of services
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,1,37,0,9,,Oceanside,California,92057,1,3361,Attitude of support person
Female,1,1,0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),1,75,0,2,Offer E,Pala,California,92059,1,5461,Competitor had better devices
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,1,70,0,29,Offer C,Pauma Valley,California,92061,3,2151,Extra data charges
Female,1,0,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,77,0,1,Offer E,Vista,California,92084,2,4628,Price too high
Female,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,38,0,9,,San Diego,California,92108,1,3757,Product dissatisfaction
Female,0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),1,59,0,50,,San Diego,California,92113,1,5135,Competitor had better devices
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,36,0,1,,Coronado,California,92118,2,4335,Lack of self-service on Website
Female,0,1,0,1,Yes,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),1,50,0,54,,San Diego,California,92119,3,4596,Network reliability
Male,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,64,0,42,,San Diego,California,92120,2,5545,Don't know
Female,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,41,0,1,Offer E,San Diego,California,92121,1,5973,Competitor made better offer
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,1,63,0,1,Offer E,San Diego,California,92127,3,4933,Long distance charges
Male,0,1,0,0,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,1,64,0,9,Offer E,San Diego,California,92128,1,4800,Competitor had better devices
Male,1,1,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,80,0,46,Offer B,San Diego,California,92129,1,2436,Competitor made better offer
Male,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,62,0,1,Offer E,San Diego,California,92130,1,5795,Competitor made better offer
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,25,0,13,Offer D,San Ysidro,California,92173,2,2189,Competitor offered higher download speeds
Male,0,1,0,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),1,56,0,19,,Indio,California,92201,2,2608,Competitor offered more data
Female,1,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,78,0,1,Offer E,Indian Wells,California,92210,3,5287,Competitor made better offer
Female,0,0,0,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1,25,0,24,Offer C,Palm Desert,California,92211,1,5153,Competitor had better devices
Female,0,1,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),1,59,0,67,,Brawley,California,92227,1,5516,Competitor had better devices
Female,0,1,0,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,1,59,0,6,Offer E,Calexico,California,92231,1,5271,Competitor had better devices
Male,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,1,30,3,20,,Desert Center,California,92239,2,3785,Attitude of support person
Female,1,0,0,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,1,69,0,20,,Desert Hot Springs,California,92241,1,4997,Attitude of support person
Male,1,1,0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,71,0,46,Offer B,North Palm Springs,California,92258,3,4876,Competitor offered more data
Female,0,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,36,0,11,,Palm Springs,California,92262,1,5750,Competitor offered more data
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,1,60,0,2,Offer E,Rancho Mirage,California,92270,2,3845,Attitude of support person
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,23,0,1,Offer E,Thousand Palms,California,92276,3,3901,Competitor made better offer
Male,0,0,0,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),1,37,0,16,,Escondido,California,92027,3,5953,Competitor made better offer
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,48,0,3,Offer E,Twentynine Palms,California,92278,1,3260,Price too high
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),1,47,0,57,,White Water,California,92282,1,4471,Product dissatisfaction
Female,0,0,0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,54,0,5,Offer E,Fallbrook,California,92028,2,2353,Competitor made better offer
Male,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,1,40,1,4,Offer E,Big Bear City,California,92314,1,5858,Lack of self-service on Website
Male,0,0,0,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,22,0,7,Offer E,Bloomington,California,92316,3,5267,Network reliability
Female,0,1,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,64,0,1,Offer E,Calimesa,California,92320,2,5644,Limited range of services
Male,1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,70,0,2,,Crestline,California,92325,1,4998,Lack of affordable download/upload speed
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,62,0,4,,Fontana,California,92336,1,3685,Long distance charges
Male,0,0,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,1,44,0,1,,Fontana,California,92337,3,2121,Extra data charges
Male,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),1,35,0,7,,Green Valley Lake,California,92341,1,4154,Price too high
Male,0,1,0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,1,60,0,4,,Hinkley,California,92347,1,4167,Product dissatisfaction
Female,1,0,0,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,1,66,0,1,Offer E,Lucerne Valley,California,92356,1,5527,Service dissatisfaction
Male,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,1,24,0,1,,Temecula,California,92592,1,3555,Competitor made better offer
Male,0,1,0,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,42,0,1,,Oro Grande,California,92368,1,4489,Network reliability
Female,0,0,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,1,29,0,1,,Phelan,California,92371,2,3196,Don't know
Male,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,77,0,41,Offer B,Redlands,California,92373,1,2169,Competitor had better devices
Male,1,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),1,71,0,66,,Running Springs,California,92382,1,5910,Competitor offered higher download speeds
Male,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,68,0,35,Offer C,Victorville,California,92394,3,3689,Competitor offered more data
Male,1,1,0,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,1,71,0,10,,Wrightwood,California,92397,2,5124,Competitor made better offer
Male,0,1,0,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),1,34,0,54,,San Bernardino,California,92401,2,6274,Competitor had better devices
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),1,56,0,2,,San Bernardino,California,92405,3,2279,Long distance charges
Female,1,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,79,0,26,Offer C,San Bernardino,California,92408,3,5154,Attitude of support person
Female,0,0,0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,33,0,15,,Riverside,California,92503,1,5209,Competitor had better devices
Female,0,0,0,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),1,29,0,31,Offer C,Riverside,California,92506,1,4403,Competitor offered higher download speeds
Female,1,0,0,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,1,80,0,18,,Riverside,California,92508,1,5145,Competitor offered more data
Male,0,1,0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Electronic check,1,46,0,61,Offer B,March Air Reserve Base,California,92518,3,6295,Competitor offered more data
Male,1,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,65,0,1,Offer E,Lake Elsinore,California,92532,2,5674,Competitor offered more data
Male,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,51,0,24,Offer C,Anza,California,92539,3,4734,Competitor made better offer
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,44,0,3,,Moreno Valley,California,92555,3,3207,Competitor made better offer
Female,1,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,70,0,1,Offer E,Perris,California,92570,2,4684,Price too high
Male,1,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,68,0,43,Offer B,Temecula,California,92590,1,3123,Product dissatisfaction
Male,0,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,57,0,4,,Temecula,California,92591,2,2650,Service dissatisfaction
Male,1,1,0,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,1,Electronic check,1,80,0,25,Offer C,Temecula,California,92592,1,2673,Competitor made better offer
Female,0,1,0,1,No,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),1,46,0,57,Offer B,Irvine,California,92602,1,4669,Network reliability
Female,0,0,0,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,1,29,0,4,,Foothill Ranch,California,92610,2,4663,Limited range of services
Male,1,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,77,0,36,,Irvine,California,92620,3,4652,Lack of affordable download/upload speed
Male,1,1,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,1,65,0,1,Offer E,Corona Del Mar,California,92625,2,3022,Long distance charges
Female,0,0,0,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),1,27,0,35,Offer C,Costa Mesa,California,92626,1,3833,Extra data charges
Male,0,0,0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,1,50,0,4,Offer E,Costa Mesa,California,92627,1,4479,Competitor had better devices
Female,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),1,39,0,58,Offer B,Huntington Beach,California,92647,1,6424,Product dissatisfaction
Female,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,21,0,30,Offer C,Silverado,California,92676,1,3598,Service dissatisfaction
Female,0,1,0,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,32,0,21,,Rancho Santa Margarita,California,92688,3,5630,Lack of self-service on Website
Male,0,0,0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1,57,0,3,Offer E,Ladera Ranch,California,92694,3,4480,Network reliability
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,1,66,0,41,Offer B,Santa Ana,California,92705,2,3711,Don't know
Female,0,1,0,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,1,30,0,21,,Santa Ana,California,92707,1,5531,Attitude of service provider
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,36,0,1,,Tustin,California,92780,1,3531,Attitude of support person
Male,0,0,0,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,1,41,0,11,,Anaheim,California,92808,1,4251,Attitude of support person
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),1,53,0,1,Offer E,Brea,California,92821,1,3947,Attitude of support person
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,1,57,0,72,,Fullerton,California,92831,1,4261,Competitor had better devices
Female,0,0,0,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),1,20,0,3,Offer E,Orange,California,92869,1,5450,Competitor had better devices
Female,0,1,0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,1,55,0,1,Offer E,Placentia,California,92870,3,5075,Attitude of service provider
Female,0,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,42,0,47,Offer B,Corona,California,92882,1,4804,Competitor had better devices
Male,0,0,0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,1,31,0,18,,Corona,California,92883,1,4028,Deceased
Male,1,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,1,70,0,1,,Camarillo,California,93010,3,2767,Moved
Male,0,1,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,63,0,20,,Camarillo,California,93012,1,2058,Moved
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),1,42,0,6,Offer E,Carpinteria,California,93013,2,5617,Moved
Male,0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,1,64,0,1,,Ojai,California,93023,1,3096,Competitor had better devices
Female,0,1,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,1,Mailed check,1,41,0,48,Offer B,Oxnard,California,93030,2,3365,Competitor offered higher download speeds
Male,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),1,41,0,3,Offer E,Piru,California,93040,1,4115,Attitude of support person
Female,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,1,69,0,2,Offer E,Somis,California,93066,2,5203,Competitor made better offer
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,1,41,0,1,Offer E,Santa Barbara,California,93110,1,2728,Competitor had better devices
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,47,0,1,Offer E,Alpaugh,California,93201,1,4895,Competitor had better devices
Female,0,0,0,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,1,26,0,3,Offer E,Avenal,California,93204,1,2802,Competitor offered higher download speeds
Female,0,0,0,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,1,30,0,9,Offer E,Bodfish,California,93205,1,3032,Competitor offered higher download speeds
Male,1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,66,0,49,Offer B,Coalinga,California,93210,2,5904,Attitude of support person
Female,1,0,0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,1,75,0,6,Offer E,Ducor,California,93218,1,3964,Competitor offered more data
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,23,0,6,Offer E,Frazier Park,California,93222,1,4163,Competitor offered more data
Male,0,1,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,32,0,16,,Fellows,California,93224,1,3226,Don't know
Female,1,1,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,1,75,0,7,Offer E,Huron,California,93234,1,5245,Competitor made better offer
Female,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),1,61,0,25,Offer C,Lemoore,California,93245,3,4931,Competitor made better offer
Female,1,0,0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),1,67,0,20,Offer D,Mc Kittrick,California,93251,1,3336,Price too high
Female,0,0,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,31,0,4,Offer E,Temecula,California,92592,1,4909,Competitor made better offer
Male,0,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,1,33,0,28,Offer C,Porterville,California,93257,3,2464,Service dissatisfaction
Male,0,0,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,64,0,1,Offer E,Sequoia National Park,California,93262,1,2846,Lack of self-service on Website
Female,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,48,0,11,,Strathmore,California,93267,3,2291,Network reliability
Female,0,0,0,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,1,47,0,4,Offer E,Temecula,California,92592,2,4554,Competitor made better offer
Female,1,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),1,75,0,54,Offer B,Visalia,California,93277,2,6405,Lack of affordable download/upload speed
Male,0,0,0,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),1,60,0,28,Offer C,Wasco,California,93280,1,5392,Long distance charges
Female,1,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,74,0,2,Offer E,Woody,California,93287,3,4596,Extra data charges
Male,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,1,21,0,1,,Bakersfield,California,93306,2,3162,Price too high
Female,0,0,0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,1,36,0,1,,San Luis Obispo,California,93401,1,3420,Product dissatisfaction
Male,0,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,56,0,14,,Buellton,California,93427,2,5224,Service dissatisfaction
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,1,47,3,1,,Casmalia,California,93429,1,2398,Long distance charges
Male,0,0,0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),1,51,0,4,,Guadalupe,California,93434,1,5882,Network reliability
Female,0,1,0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,1,44,0,20,,Lompoc,California,93437,3,3298,Don't know
Female,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),1,27,0,14,,Templeton,California,93465,1,3228,Don't know
Female,1,0,0,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,1,74,0,30,,Boron,California,93516,2,3016,Don't know
Female,0,0,0,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,1,56,0,3,,Edwards,California,93523,1,4800,Poor expertise of online support
Female,0,1,0,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,1,64,0,40,Offer B,Temecula,California,92592,2,5764,Competitor made better offer
